Q1;Q2;Q3;Q4;Q16;Q17;Q14;Q5;Q28;Q6;Q7;Q9;Q15;Q10;Q12;Q18;Q18_4_TEXT;Q24_1;Q24_2;Q24_3;Q24_4;Q26_1;Q26_2;Q26_3;Q26_4;Q21;Q22_1;Q22_2;Q22_3;Q22_4;Q22_5;Q22_6;Q22_7;Q22_8;Q22_9;Q22_10;Q22_11;Q22_12;Q22_13;Q23_1;Q23_2;Q23_3;Q23_4;Q23_5;Q23_6;Q23_7;Q23_8;Q23_9;Q23_10;Q23_11;Q23_12;Q23_13;Q23_14;Q23_15;Q23_16;Q23_17;Q23_18;Q23_19;Q23_20;Q27_1;Q27_2;Q27_3;Q27_4;Q27_5;Q27_6;Q27_7;Q27_8;Q27_9;Q27_10;Q29_1;Q29_2;Q29_3;Q29_4;Q29_5;Q29_6;Q29_7;Q29_8;Q29_9;Q29_10;Q29_11;Q29_12;Q29_13;Q29_14;Q29_15;Q29_16;Q29_17;Q29_18;Q29_19;Q29_20;Q29_21;Q29_22;Q29_23;Q29_24;Q29_25;Q29_26;Q29_27;Q29_28;Q29_29;Q29_30;Q29_31;Q29_32;Q29_33;Q29_34;Q29_35;Q29_36;Q29_37;Q29_38;Q29_39;Q29_40;Q29_41;Q29_42;Q29_43;Q29_44;Q29_45;Q29_46;Q29_47;Q29_48;Q29_49;Q29_50;Q29_51;Q29_52;Q29_53;Q29_54;Q29_55;Q29_56;Q29_57;Q29_58;Q29_59;Q29_60
ES-ES;Female;41;Spain;;;Valencian Community;Western Europe;Mallorcan;Son Fortesa (Sud);Secondary studies or equivalent;Full-time employment;;Between 12,450 and 20,199 EUR;Centre;Both;;Well;Well;Well;Well;Well;Well;Well;Well;0;Spanish only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);Spanish only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);Spanish only (100%);More Spanish than Catalan (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);Spanish only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Catalan;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;100;100;100;100;100;100;31;31;100;100;100;39;100;100;7;7;100;72;100;12;11;6;7;6;6;50;50;100;100;3;3;3;3;0;0;60;60;100;100;3;100;90;0;0;0;0;50;50;0;50;50;0;0;0;100;27;3;6;100;100
ES-ES;Female;26;Spain;;;Balearic islands;Western Europe;Palmesan,Mallorcan,Balearic,Spanish,European;Bons Aires;University studies or equivalent;Full-time employment;;Between 35,200 and 59,999 EUR;Center-Left;Both;;Well;Well;Well;Well;Well;Well;Well;Well;3 or more;Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);More Spanish than Catalan (75%);N/A;Spanish only (100%);More Spanish than Catalan (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Spanish only (100%);Spanish only (100%);N/A;More Spanish than Catalan (75%);Spanish only (100%);More Spanish than Catalan (75%);N/A;More Spanish than Catalan (75%);Catalan and Spanish (50%);Catalan and Spanish (50%);Spanish only (100%);Catalan only (100%);More Catalan than Spanish (75%);Spanish only (100%);Spanish only (100%);More Catalan than Spanish (75%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Spanish only (100%);Spanish only (100%);N/A;Catalan;Both languages;Both languages;Catalan;Catalan;Both languages;Catalan;Catalan;Both languages;Both languages;100;100;100;100;100;100;41;43;100;100;100;61;97;100;100;15;100;22;100;6;5;4;10;9;5;100;3;100;62;5;5;5;4;40;34;0;5;75;79;5;100;5;5;5;26;47;4;83;89;49;3;2;2;3;100;98;3;2;100;100
ES-ES;Female;25;Spain;;;Balearic islands;Western Europe;Mallorcan;El Fortí;University studies or equivalent;Unemployed;;Between 35,200 and 59,999 EUR;Left;Catalan;;Well;Well;Well;Well;Well;Well;Well;Well;2;Spanish only (100%);Catalan only (100%);Catalan only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);Spanish only (100%);N/A;More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Spanish only (100%);More Spanish than Catalan (75%);Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Spanish only (100%);Catalan and Spanish (50%);More Spanish than Catalan (75%);Catalan;Catalan;Both languages;Catalan;Catalan;Catalan;Catalan;Catalan;Both languages;Both languages;100;100;100;100;100;100;10;10;100;100;80;90;100;100;80;0;100;90;100;0;50;0;0;0;0;100;100;100;100;0;0;0;0;0;0;100;100;100;100;0;100;10;0;80;30;0;90;90;80;100;0;0;0;70;100;100;0;0;100;100
ES-ES;Female;56;Spain;;;Balearic islands;Western Europe;Spanish;Camp Redó;University studies or equivalent;Full-time employment;;Between 60,000 and 299,999 EUR;Center-Right;Spanish;;Well;Well;Well;Well;Well;Well;Well;Well;3 or more;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Spanish only (100%);Catalan only (100%);More Spanish than Catalan (75%);Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);More Catalan than Spanish (75%);Catalan and Spanish (50%);More Catalan than Spanish (75%);Catalan and Spanish (50%);Spanish only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);N/A;Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Catalan;Both languages;Both languages;Both languages;Both languages;Both languages;Catalan;Catalan;Both languages;Both languages;100;100;100;100;100;100;80;50;100;100;100;100;100;100;31;0;100;0;0;0;0;0;0;0;0;100;100;100;100;0;0;0;0;0;0;50;100;100;100;0;100;100;0;0;50;100;50;100;100;50;50;0;0;80;100;40;0;0;50;100
CA;Female;56;Spain;;;Balearic islands;Western Europe;Palmesan,Mallorcan,Balearic,Catalan,Catalan countries,Spanish,European;El Fortí;University studies or equivalent;Full-time employment;;Between 35,200 and 59,999 EUR;Left;Spanish;;Well;Well;Well;Well;Well;Well;Well;Well;2;Spanish only (100%);More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Catalan only (100%);Catalan and Spanish (50%);Catalan only (100%);More Spanish than Catalan (75%);Catalan only (100%);Spanish only (100%);Catalan and Spanish (50%);More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);More Catalan than Spanish (75%);Catalan only (100%);Catalan only (100%);More Spanish than Catalan (75%);More Catalan than Spanish (75%);N/A;Catalan and Spanish (50%);Spanish only (100%);More Catalan than Spanish (75%);Spanish only (100%);Both languages;Both languages;Both languages;Both languages;Both languages;Catalan;Both languages;Catalan;Both languages;Both languages;100;100;100;100;100;100;33;33;100;100;100;75;100;100;50;0;100;100;100;0;100;0;0;0;0;100;0;100;100;0;0;0;0;0;0;100;100;100;100;0;100;100;0;100;50;50;100;100;100;100;0;0;0;100;100;100;0;100;100;100
ES-ES;Female;55;Spain;;;Community of Madrid;Western Europe;Spanish;Son Xigala;University studies or equivalent;Full-time employment;;I prefer not to say;Center-Right;Spanish;;Well;With difficulty;Well;With difficulty;Well;Well;Well;Well;1;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);More Spanish than Catalan (75%);Others;Others;More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);Spanish only (100%);Others;Spanish only (100%);Others;Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);More Spanish than Catalan (75%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Spanish only (100%);Both languages;Both languages;Both languages;Both languages;Both languages;Catalan;Both languages;Both languages;Both languages;Both languages;100;100;100;100;15;100;9;100;100;100;12;100;100;100;12;4;100;97;100;2;2;3;4;100;100;100;100;80;79;4;4;11;12;100;100;12;100;100;100;50;100;90;7;5;50;50;7;100;86;49;50;0;4;0;100;50;6;0;100;50
ES-ES;Female;48;Spain;;;Balearic islands;Western Europe;Palmesan,Mallorcan,Balearic,Spanish;Establiments;Professional Training;Full-time employment;;Between 12,450 and 20,199 EUR;Center-Left;Catalan;;Well;Well;Well;Well;Well;Well;Well;Well;1;Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan only (100%);Catalan only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);Spanish only (100%);Catalan only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);More Catalan than Spanish (75%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan only (100%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Catalan;Catalan;Both languages;Both languages;Both languages;Both languages;Both languages;Both languages;Spanish;Both languages;100;100;100;100;100;100;70;50;100;100;100;100;100;100;100;5;100;25;75;50;100;5;5;15;15;75;25;100;50;13;16;13;12;100;100;8;51;100;100;13;100;100;11;48;50;51;51;78;75;100;35;24;48;100;100;98;15;100;11;100
CA;Male;31;Spain;;;Balearic islands;Western Europe;Mallorcan;Son Oliva;University studies or equivalent;Full-time employment;;Between 20,200 and 35,199 EUR;Left;Both;;Well;Well;Well;Well;Well;Well;Well;Well;3 or more;Spanish only (100%);Spanish only (100%);Spanish only (100%);Catalan and Spanish (50%);More Catalan than Spanish (75%);Catalan and Spanish (50%);Spanish only (100%);More Spanish than Catalan (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);N/A;Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan and Spanish (50%);More Spanish than Catalan (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);More Catalan than Spanish (75%);Catalan only (100%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);Catalan and Spanish (50%);Catalan and Spanish (50%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);N/A;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;100;100;100;100;100;100;52;38;100;100;100;60;100;100;70;0;20;70;69;0;66;0;0;0;0;82;50;100;36;0;0;0;0;32;32;100;100;100;100;0;100;0;0;0;0;0;79;79;100;100;0;0;0;0;100;77;0;0;100;100
CA;Female;28;Spain;;;Balearic islands;Western Europe;Palmesan,Mallorcan,Catalan countries;Bons Aires;University studies or equivalent;Full-time employment;;Between 20,200 and 35,199 EUR;Left;Both;;Well;Well;Well;Well;Well;Well;Well;Well;2;Spanish only (100%);More Catalan than Spanish (75%);Catalan only (100%);Spanish only (100%);More Catalan than Spanish (75%);Catalan and Spanish (50%);Catalan only (100%);Spanish only (100%);Catalan only (100%);More Catalan than Spanish (75%);Catalan only (100%);More Spanish than Catalan (75%);N/A;More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);Others;More Catalan than Spanish (75%);Catalan and Spanish (50%);Catalan and Spanish (50%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan only (100%);More Catalan than Spanish (75%);Catalan only (100%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);Catalan and Spanish (50%);Catalan only (100%);Catalan and Spanish (50%);Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;100;30;100;30;100;40;50;50;100;80;81;15;100;40;100;2;39;20;70;5;90;2;2;2;2;100;2;100;20;0;0;0;50;0;0;100;85;100;40;0;100;0;0;50;100;0;100;40;69;100;0;0;30;0;20;70;0;0;100;90
ES-ES;Female;25;Spain;;;Balearic islands;Western Europe;Palmesan,Mallorcan,Balearic,Catalan countries,Spanish,European;Bons Aires;University studies or equivalent;Unemployed;;I prefer not to say;Far left;Both;;Well;Well;Well;Well;Well;Well;Well;Well;3 or more;Spanish only (100%);More Catalan than Spanish (75%);Catalan only (100%);Spanish only (100%);More Catalan than Spanish (75%);Catalan and Spanish (50%);Catalan only (100%);Spanish only (100%);Catalan only (100%);More Catalan than Spanish (75%);N/A;Catalan and Spanish (50%);N/A;More Spanish than Catalan (75%);Catalan and Spanish (50%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);More Spanish than Catalan (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);N/A;Catalan only (100%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);N/A;Catalan only (100%);More Catalan than Spanish (75%);More Catalan than Spanish (75%);Catalan and Spanish (50%);Catalan only (100%);Catalan and Spanish (50%);More Catalan than Spanish (75%);Spanish only (100%);Catalan;Catalan;Both languages;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;Catalan;100;55;100;75;100;90;59;38;100;100;100;50;100;100;84;0;2;70;80;0;70;0;0;0;0;88;10;100;30;0;0;0;0;0;20;100;100;100;100;0;100;0;0;70;85;15;70;50;100;100;10;0;0;94;75;100;0;0;100;100
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
